Agency,City,State,NTD ID,Organization Type,Reporter Type,Report Year,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Mode Name,TOS,Mode VOMS,Fare Revenues per Unlinked Passenger Trip,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,Cost per Hour,Cost per Hour Questionable,Passengers per Vehicle Revenue Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable
"Borough of Mt. Carmel, dba: Lower Anthracite Transportation System",Mount Carmel,PA,30116,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,MB,Bus,PT,3,0.39,,0.02,,71.17,,4,,16.37,,0.00,,8099,,335865,,20522,,4719,,0,,52155,
"City of Richland Center, dba: Richland Center Transit",Richland Center,WI,50229,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,DR,Demand Response,TX,3,4.59,,0.48,,32.71,,3,,9.61,,0.00,,109521,,229424,,23879,,7014,,0,,81427,
"City of Huntingburg, dba: Huntingburg Transit System",Huntingburg,IN,50354,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,1.35,,0.07,,91.33,,5,,19.40,,0.00,,16377,,234636,,12096,,2569,,0,,26841,
"Clear Creek County, dba: RoundAbout",Georgetown,CO,88299,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,MB,Bus,DO,3,0.07,,0.00,,78.39,,2,,32.13,,0.00,,710,,313466,,9757,,3999,,0,,97330,
"Ogallala Transit System, dba: Ogallala Public Transportation",Ogallala,NE,70127,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,1.31,,0.16,,72.19,,9,,8.32,,0.00,,29040,,184887,,22215,,2561,,0,,30067,
City of Coconut Creek,Coconut Creek,FL,40238,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,56602,"Miami--Fort Lauderdale, FL",6077522,3,MB,Bus,DO,3,0.00,,0.00,,83.87,,4,,22.52,,0.00,,0,,695279,,30873,,8290,,0,,107464,
"Cody Council on Aging, Inc., dba: Cody Senior Center",Cody,WY,80264,Private-Non-Profit Corporation,Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,1.10,,0.05,,37.58,,2,,20.34,,0.00,,7771,,144124,,7087,,3835,,0,,32633,
"Ninilchik Village, dba: BUMPS (Basic Unified Multi Path Services)",Ninilchik,AK,00414,Tribe,Reduced Reporter,2023,2,Alaska Non-UZA,359299,3,MB,Bus,DO,3,8.86,,0.02,,243.06,,1,,431.34,,0.00,,4679,,227745,,528,,937,,0,,35901,
"Chickaloon Native Village, dba: Chickaloon Area Transit System (Transit)",Palmer,AK,00030,Tribe,Reduced Reporter,2023,2,Alaska Non-UZA,359299,3,DR,Demand Response,DO,3,1.04,,0.02,,67.31,,1,,64.07,,0.00,,2088,,128966,,2013,,1916,,0,,26418,
"Futures Unlimited, dba: Wellington Area Local Transit",Wellington,KS,70259,Private-Non-Profit Corporation,Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,1.50,,0.09,,60.89,,4,,15.82,,0.00,,27691,,292159,,18465,,4798,,0,,52731,
"Dickey County Senior Citizens, dba: Dickey County Public Transportation",Ellendale,ND,80130,Private-Non-Profit Corporation,Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,0.67,,0.03,,40.34,,2,,23.63,,0.00,,2517,,89145,,3772,,2210,,0,,17189,
Nance Trans,Fullerton,NE,77085,Private-Non-Profit Corporation,Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,37.59,,0.33,,192.15,,2,,114.63,,0.00,,74924,,228463,,1993,,1189,,0,,54716,
"South Central Kansas Area Agency on Aging, dba: McPherson County Transportation",Mcpherson,KS,70179,Private-Non-Profit Corporation,Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,1.32,,0.09,,72.18,,5,,15.06,,0.00,,12093,,138367,,9189,,1917,,0,,23388,
"City of Bettendorf, dba: Bettendorf Transit System",Bettendorf,IA,70007,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,22366,"Davenport, IA--IL",285211,3,MB,Bus,DO,3,0.46,,0.03,,83.26,,5,,17.82,,0.00,,21449,,824238,,46254,,9900,,0,,170588,
Eppson Center for Seniors,Laramie,WY,80252,Private-Non-Profit Corporation,Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,0.62,,0.03,,50.20,,2,,20.31,,0.00,,5146,,169139,,8329,,3369,,0,,41332,
Town of Cranberry Isles,Islesford,ME,10153,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,FB,Ferryboat,PT,3,5.79,,0.25,,143.36,,6,,23.41,,0.00,,21898,,88595,,3784,,618,,0,,3920,
Clay County Task Force,Clay Center,KS,70250,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,2.78,,0.06,,187.52,,4,,46.43,,0.00,,13198,,220518,,4749,,1176,,0,,36282,
"City of Monrovia, dba: GoMonrovia",Monrovia,CA,90285,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,3,DR,Demand Response,PT,3,0.45,,0.01,,91.68,,2,,53.21,,0.00,,3910,,463810,,8716,,5059,,0,,28659,
Municipality of Vieques,Vieques,PR,44943,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,MB,Bus,DO,3,0.00,,0.00,,14.89,,0,,31.47,,0.00,,0,,59485,,1890,,3995,,0,,35420,
City of  Chadron,Chadron,NE,70265,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,0.60,,0.04,,61.74,,4,,14.86,,0.00,,5653,,139403,,9379,,2258,,0,,23697,
"City of Black River Falls, dba: Black River Falls Public Transit",Black River Falls,WI,50239,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,DR,Demand Response,PT,3,4.16,,0.19,,41.27,,2,,22.24,,0.00,,56470,,301703,,13566,,7310,,0,,40427,
"Cavalier County Senior Meals & Services, dba: Cavalier County Transit",Langdon,ND,80233,Private-Non-Profit Corporation,Rural Reporter,2023,,,,3,DR,Demand Response,DO,3,1.85,,0.09,,75.59,,4,,20.71,,0.00,,14460,,162301,,7837,,2147,,0,,17039,
"City of Benson, dba: Benson Area Transit",Benson,AZ,91114,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,DR,Demand Response,DO,2,0.53,,0.05,,24.17,,2,,11.65,,0.00,,1690,,37408,,3212,,1548,,0,,27067,
Municipality of Aguada,Aguada,PR,40114,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,631,"Aguadilla--Isabela--San Sebastián, PR",232573,3,DR,Demand Response,DO,2,0.00,,0.00,,33.86,,0,,114.88,,0.00,,0,,19300,,168,,570,,0,,2979,
Municipality of Comerio,Comerio,PR,41182,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,79093,"San Juan, PR",1844410,3,MB,Bus,DO,2,0.00,,0.00,,31.87,,4,,9.04,,0.00,,0,,46727,,5168,,1466,,0,,14227,
"Gulkana Village Council, dba: Soaring Eagle Transit",Gakona,AK,00085,Tribe,Reduced Reporter,2023,2,Alaska Non-UZA,359299,3,MB,Bus,DO,2,28.34,,0.15,,101.68,,1,,191.79,,0.00,,60271,,407947,,2127,,4012,,0,,132340,
Chippewa Cree Tribe,Box Elder,MT,88164,Tribe,Reduced Reporter,2023,30,Montana Non-UZA,688772,3,DR,Demand Response,DO,2,0.00,,0.00,,38.27,,1,,55.49,,0.00,,0,,390347,,7034,,10200,,0,,103641,
City of Guadalupe,Guadalupe,CA,91043,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,MB,Bus,PT,2,0.74,,0.07,,75.62,,8,,9.94,,0.00,,50658,,682765,,68668,,9029,,0,,137265,
"City of East Chicago, dba: EAST CHICAGO TRANSIT",East Chicago,IN,50042,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,16264,"Chicago, IL--IN",8671746,3,MB,Bus,DO,2,0.00,,0.00,,177.81,,10,,17.74,,0.00,,0,,854544,,48170,,4806,,0,,66061,
Municipality of Fajardo,Fajardo,PR,40164,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,28981,"Fajardo, PR",68587,3,DR,Demand Response,DO,2,0.00,,0.00,,159.13,,5,,33.54,,0.00,,0,,136216,,4061,,856,,0,,7944,
"Modoc Transportation Agency, dba: Sage Stage",Alturas,CA,91008,Independent Public Agency or Authority of Transit Service,Rural Reporter,2023,,,,3,DR,Demand Response,PT,2,1.28,,0.06,,47.66,,2,,23.13,,0.00,,11132,,201133,,8697,,4220,,0,,32639,
"Yurok Tribe, dba: Tribe Yurok",Klamath,CA,99262,Tribe,Reduced Reporter,2023,6,California Non-UZA,4357850,3,DR,Demand Response,DO,2,1.68,,0.10,,130.07,,8,,16.93,,0.00,,7403,,74792,,4418,,575,,0,,7544,
"Gulkana Village Council, dba: Soaring Eagle Transit",Gakona,AK,00085,Tribe,Reduced Reporter,2023,2,Alaska Non-UZA,359299,3,DR,Demand Response,DO,1,21.43,,0.08,,440.42,,2,,280.85,,0.00,,5916,,77514,,276,,176,,0,,5916,
"City of Benson, dba: Benson Area Transit",Benson,AZ,91114,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,MB,Bus,DO,1,0.46,,0.02,,60.93,,2,,25.55,,0.00,,3501,,194382,,7609,,3190,,0,,29673,
Municipality of Comerio,Comerio,PR,41182,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,79093,"San Juan, PR",1844410,3,DR,Demand Response,DO,1,0.00,,0.00,,57.88,,2,,29.63,,0.00,,0,,4978,,168,,86,,0,,558,
"City of East Chicago, dba: EAST CHICAGO TRANSIT",East Chicago,IN,50042,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,16264,"Chicago, IL--IN",8671746,3,DR,Demand Response,DO,1,0.00,,0.00,,138.18,,2,,62.09,,0.00,,0,,343517,,5533,,2486,,0,,18611,
City of Guadalupe,Guadalupe,CA,91043,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,3,DR,Demand Response,PT,1,3.00,,0.10,,62.60,,2,,28.71,,0.00,,3885,,37184,,1295,,594,,0,,11900,
Municipality of Aguada,Aguada,PR,40114,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,631,"Aguadilla--Isabela--San Sebastián, PR",232573,3,MB,Bus,DO,1,0.00,,0.00,,19.29,,0,,48.20,,0.00,,0,,19906,,413,,1032,,0,,6565,
"Yurok Tribe, dba: Tribe Yurok",Klamath,CA,99262,Tribe,Reduced Reporter,2023,6,California Non-UZA,4357850,3,MB,Bus,DO,1,0.00,,0.00,,130.07,,8,,16.93,,0.00,,0,,224374,,13254,,1725,,0,,22631,W
Municipality of Fajardo,Fajardo,PR,40164,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,28981,"Fajardo, PR",68587,3,MB,Bus,DO,1,0.00,,0.00,,200.01,,7,,29.46,,0.00,,0,,174811,,5933,,874,,0,,6465,
"Modoc Transportation Agency, dba: Sage Stage",Alturas,CA,91008,Independent Public Agency or Authority of Transit Service,Rural Reporter,2023,,,,3,MB,Bus,PT,1,17.18,,0.12,,112.44,,1,,145.94,,0.00,,34772,,295384,,2024,,2627,,0,,77706,
"Yurok Tribe, dba: Tribe Yurok",Klamath,CA,99262,Tribe,Reduced Reporter,2023,6,California Non-UZA,4357850,3,FB,Ferryboat,DO,0,0.00,,0.00,,0.00,,0,,0.00,,0.00,,0,,19625,,0,,0,,0,,0,
County of Hyde,Swanquarter,NC,44947,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,MB,Bus,PT,2,0.00,,0.00,,78.36,,15,,5.13,,0.00,,0,,192054,,37436,,2451,,0,,16125,
"City of Houston, dba: Houston Shuttle",Houston,MO,70165,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.16,,0.03,,42.47,,7,,6.38,,0.00,,1969,,77717,,12183,,1830,,0,,18064,
"City of Winslow, dba: Winslow Public Transit City of Winslow",Winslow,AZ,99453,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,2.96,,0.05,,180.92,,3,,64.44,,0.00,,7521,,163555,,2538,,904,,0,,11127,
"City of Brandon, dba: Brandon City Transit, Inc",Brandon,SD,80154,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,1.63,,0.13,,48.21,,4,,12.95,,0.00,,18424,,146207,,11293,,3033,,0,,22481,
Banks County,Homer,GA,40985,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,1.62,,0.03,,54.91,,1,,55.30,,0.00,,3145,,107177,,1938,,1952,,0,,29372,
"Pottawatomie County, dba: Pottawatomie County Public Transportation",Westmoreland,KS,70122,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.55,,0.02,,61.14,,2,,29.46,,0.00,,3159,,168693,,5726,,2759,,0,,25601,
Hart County,Hartwell,GA,41144,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,1.12,,0.06,,35.48,,2,,19.07,,0.00,,8216,,139367,,7309,,3928,,0,,53032,
City of Dillon,Dillon,MT,88216,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.00,,0.00,,26.22,,3,,8.19,,0.00,,0,,73268,,8948,,2794,,0,,18747,
"City of Russell, dba: The Russell Ride",Russell,KS,70241,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,1.06,,0.14,,55.49,,8,,7.33,,0.00,,13908,,96557,,13164,,1740,,0,,21460,
"Project Concern, dba: Project Concern Public Transportation",Atchison,KS,70267,Private-Non-Profit Corporation,Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,1.78,,0.07,,42.24,,2,,26.93,,0.00,,9765,,147417,,5474,,3490,,0,,23241,
"City of Port Jervis, dba: City of Port Jervis Dial-A-Bus",Port Jervis,NY,20988,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,1.01,,0.05,,73.69,,3,,21.08,,0.00,,10685,,222239,,10543,,3016,,0,,29115,
Pulaski County,Hawkinsville,GA,40925,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.77,,0.06,,26.90,,2,,13.87,,0.00,,2950,,53255,,3840,,1980,,0,,16644,
"Clintonville Transit Commission, dba: Clintonville Taxi",,WI,50409,Independent Public Agency or Authority of Transit Service,Rural Reporter,2023,,,,2,DR,Demand Response,PT,2,1.33,,0.06,,35.07,,2,,20.52,,0.00,,8208,,126643,,6173,,3611,,0,,16977,
Telfair County,Mcrae Helena,GA,41099,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,PT,2,0.75,,0.01,,35.94,,0,,92.40,,0.00,,766,,94619,,1024,,2633,,0,,8096,
"City of New Richmond, dba: New Richmond Public Transit",New Richmond,WI,50360,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,PT,2,4.39,,0.30,,34.50,,2,,14.89,,0.00,,72361,,245114,,16467,,7105,,0,,71442,
"Tri-County CAP, Inc./Carroll County Transit, dba: Tri County Community Action Program, Inc.",Berlin,NH,10170,Private-Non-Profit Corporation,Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.68,,0.01,,58.39,,1,,59.40,,0.00,,2730,,239638,,4034,,4104,,0,,58692,
Kaser Bus Service,Monsey,NY,20176,Private-For-Profit Corporation,Reduced Reporter,2023,63217,"New York--Jersey City--Newark, NY--NJ",19426449,2,CB,Commuter Bus,PT,2,11.87,,1.68,,66.01,,9,,7.08,,0.00,,416101,,248325,,35059,,3762,,0,,132262,
City of Atascadero,Atascadero,CA,90194,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,27261,"El Paso de Robles (Paso Robles)--Atascadero, CA",67804,2,DR,Demand Response,PT,2,2.92,,0.05,,160.66,,3,,63.74,,0.00,,21588,,471845,,7403,,2937,,0,,34112,
"Hooker Co, dba: Hooker Co Handi Bus",Mullen,NE,70143,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,9.06,,0.20,,17.90,,0,,45.55,,0.00,,3678,,18492,,406,,1033,,0,,24171,
Municipality of Orocovis,Orocovis,PR,40958,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,79093,"San Juan, PR",1844410,2,MB,Bus,DO,2,0.00,,0.00,,33.36,,4,,7.66,,0.00,,0,,44129,,5763,,1323,,0,,10738,
"City of Shafter, dba: Shafter Dial-A-Ride",Shafter,CA,91120,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,1.39,,0.06,,211.13,,9,,23.20,,0.00,,24578,,409807,,17665,,1941,,0,,39056,
Licking Bridge Builders Senior Center,,MO,70099,Private-Non-Profit Corporation,Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,11.09,,0.14,,42.22,,1,,80.43,,0.00,,11222,,81398,,1012,,1928,,0,,27334,
Morrill County Handi Bus,Bridgeport,NE,70203,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.74,,0.02,,104.25,,3,,38.08,,0.00,,1553,,79958,,2100,,767,,0,,13945,
"City of North Lauderdale, dba: City of North Lauderdale Community Shuttle",North Lauderdale,FL,40275,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,56602,"Miami--Fort Lauderdale, FL",6077522,2,MB,Bus,PT,2,0.00,,0.00,,52.80,,4,,12.91,,0.00,,0,,274147,,21233,,5192,,0,,52307,
"Lincoln County, dba: Lincoln County Public Transportation",Lincoln,KS,70087,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,4.67,,0.07,,43.20,,1,,65.56,,0.00,,4906,,68907,,1051,,1595,,0,,35625,
"Town of Red River, dba: Miners Transit",Red River,NM,60237,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.00,,0.00,,42.48,,12,,3.45,,0.00,,0,,173026,,50182,,4073,,0,,29394,
"City of Dania Beach, dba: Community Bus Service",Dania,FL,40261,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,56602,"Miami--Fort Lauderdale, FL",6077522,2,MB,Bus,PT,2,0.00,,0.00,,99.89,,13,,7.60,,0.00,,0,,230246,,30300,,2305,,0,,32724,
"Kenmare Wheels & Meals, dba: Kenmare Transit",Kenmare,ND,80196,Private-Non-Profit Corporation,Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,1.23,,0.06,,67.28,,3,,19.64,,0.00,,6246,,99513,,5067,,1479,,0,,11723,
"Red Lodge Area Community Foundation, dba: Carbon County Area Ride & Transit",Red Lodge,MT,88303,Private-Non-Profit Corporation,Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.00,,0.00,,56.45,,1,,44.51,,0.00,,0,,169921,,3818,,3010,,0,,62103,
City of Bath,Bath,ME,10152,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,MB,Bus,DO,2,0.88,,0.07,,62.41,,5,,12.52,,0.00,,12407,,177118,,14144,,2838,,0,,35101,
"City of Hartford, dba: Hartford City Taxi",Hartford,WI,50210,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,55,Wisconsin Non-UZA,2782206,2,DR,Demand Response,DO,2,3.06,,0.18,,44.59,,3,,16.83,,0.00,,47671,,261956,,15568,,5875,,0,,34624,
Fallon Paiute-Shoshone Tribe,Fallon,NV,99322,Tribe,Reduced Reporter,2023,32,Nevada Non-UZA,399654,2,MB,Bus,DO,2,0.00,,0.00,,69.85,,2,,40.04,,0.00,,0,,127136,,3175,,1820,,0,,27600,
City Of McCook Public Transit,Mc Cook,NE,70232,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,2.06,,0.07,,145.61,,5,,30.40,,0.00,,12191,,179540,,5906,,1233,,0,,16103,
Poarch Band of Creek Indians,Atmore,AL,44919,Tribe,Reduced Reporter,2023,1,Alabama Non-UZA,2587288,2,DR,Demand Response,DO,2,0.00,,0.00,,162.03,,1,,255.77,,0.00,,0,,143232,,560,,884,,0,,29146,
Perkins County Public Transit,Grant,NE,70126,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.86,,0.07,,81.79,,7,,12.01,,0.00,,5614,,78597,,6542,,961,,0,,23211,
Chemehuevi Indian Tribe,Havasu Lake,CA,99316,Tribe,Reduced Reporter,2023,6,California Non-UZA,4357850,2,FB,Ferryboat,DO,2,3.10,,0.62,,153.88,,31,,5.00,,0.00,,620000,,1000200,,200000,,6500,,0,,40000,
"Republic County, dba: Republic County Transportation",Belleville,KS,70196,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,0.32,,0.07,,36.59,,8,,4.68,,0.00,,5732,,83018,,17750,,2269,,0,,20046,
City of Lauderdale Lakes,Lauderdale Lakes,FL,40250,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,56602,"Miami--Fort Lauderdale, FL",6077522,2,MB,Bus,PT,2,0.00,,0.00,,55.88,,14,,4.00,,0.00,,0,,306666,,76730,,5488,,0,,52492,
St. Bernard Parish,Chalmette,LA,60058,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,62677,"New Orleans, LA",963212,2,MB,Bus,DO,2,0.92,,0.06,,126.29,,8,,14.93,,0.00,,24868,,402620,,26961,,3188,,0,,56565,
City of Ojai,Ojai,CA,91058,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,66673,"Oxnard--San Buenaventura (Ventura), CA",376117,2,MB,Bus,DO,2,0.83,,0.05,,173.06,,11,,15.47,,0.00,,40152,,746920,,48294,,4316,,0,,41642,
City of Agoura Hills,Agoura Hills,CA,90246,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2023,87490,"Thousand Oaks, CA",213986,2,DR,Demand Response,PT,2,2.08,,0.02,,211.94,,2,,110.18,,0.00,,4176,,221692,,2012,,1046,,0,,15801,
Benson County Transportation,Maddock,ND,80249,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2023,,,,2,DR,Demand Response,DO,2,5.63,,0.04,,76.31,,1,,148.42,,0.00,,3888,,102558,,691,,1344,,0,,38506,
